policy_id,payment_amount,payment_date,payment_id
20,238.33333333333334,2019-01-07,237
20,238.33333333333334,2019-02-07,238
20,238.33333333333334,2019-03-07,239
20,238.33333333333334,2019-04-07,240
21,105.16666666666667,2018-08-04,241
21,105.16666666666667,2018-09-04,242
21,105.16666666666667,2018-10-04,243
21,105.16666666666667,2018-11-04,244
21,105.16666666666667,2018-12-04,245
21,105.16666666666667,2019-01-04,246
21,105.16666666666667,2019-02-04,247
21,105.16666666666667,2019-03-04,248
21,105.16666666666667,2019-04-04,249
21,105.16666666666667,2019-05-04,250
21,105.16666666666667,2019-06-04,251
21,105.16666666666667,2019-07-04,252
22,98.33333333333333,2018-01-31,253
22,98.33333333333333,2018-02-28,254
22,98.33333333333333,2018-03-31,255
22,98.33333333333333,2018-04-30,256
22,98.33333333333333,2018-05-31,257
22,98.33333333333333,2018-06-30,258
22,98.33333333333333,2018-07-31,259
22,98.33333333333333,2018-08-31,260
22,98.33333333333333,2018-09-30,261
22,98.33333333333333,2018-10-31,262
22,98.33333333333333,2018-11-30,263
22,98.33333333333333,2018-12-31,264
23,218.33333333333334,2021-03-02,265
23,218.33333333333334,2021-04-02,266
23,218.33333333333334,2021-05-02,267
23,218.33333333333334,2021-06-02,268
23,218.33333333333334,2021-07-02,269
23,218.33333333333334,2021-08-02,270
23,218.33333333333334,2021-09-02,271
23,218.33333333333334,2021-10-02,272
23,218.33333333333334,2021-11-02,273
23,218.33333333333334,2021-12-02,274
23,218.33333333333334,2022-01-02,275
23,218.33333333333334,2022-02-02,276
24,138.66666666666666,2019-02-20,277
24,138.66666666666666,2019-03-20,278
24,138.66666666666666,2019-04-20,279
24,138.66666666666666,2019-05-20,280
24,138.66666666666666,2019-06-20,281
24,138.66666666666666,2019-07-20,282
24,138.66666666666666,2019-08-20,283
24,138.66666666666666,2019-09-20,284
24,138.66666666666666,2019-10-20,285
24,138.66666666666666,2019-11-20,286
24,138.66666666666666,2019-12-20,287
24,138.66666666666666,2020-01-20,288
25,90.08333333333333,2019-03-22,289
25,90.08333333333333,2019-04-22,290
25,90.08333333333333,2019-05-22,291
25,90.08333333333333,2019-06-22,292
25,90.08333333333333,2019-07-22,293
25,90.08333333333333,2019-08-22,294
25,90.08333333333333,2019-09-22,295
25,90.08333333333333,2019-10-22,296
25,90.08333333333333,2019-11-22,297
25,90.08333333333333,2019-12-22,298
25,90.08333333333333,2020-01-22,299
25,90.08333333333333,2020-02-22,300
26,63.416666666666664,2018-05-11,301
26,63.416666666666664,2018-06-11,302
26,63.416666666666664,2018-07-11,303
26,63.416666666666664,2018-08-11,304
26,63.416666666666664,2018-09-11,305
26,63.416666666666664,2018-10-11,306
26,63.416666666666664,2018-11-11,307
26,63.416666666666664,2018-12-11,308
26,63.416666666666664,2019-01-11,309
26,63.416666666666664,2019-02-11,310
26,63.416666666666664,2019-03-11,311
26,63.416666666666664,2019-04-11,312
27,155.25,2021-03-22,313
27,155.25,2021-04-22,314
27,155.25,2021-05-22,315
27,155.25,2021-06-22,316
27,155.25,2021-07-22,317
27,155.25,2021-08-22,318
27,155.25,2021-09-22,319
27,155.25,2021-10-22,320
27,155.25,2021-11-22,321
27,155.25,2021-12-22,322
27,155.25,2022-01-22,323
27,155.25,2022-02-22,324
28,152.58333333333334,2019-08-17,325
28,152.58333333333334,2019-09-17,326
28,152.58333333333334,2019-10-17,327
28,152.58333333333334,2019-11-17,328
28,152.58333333333334,2019-12-17,329
28,152.58333333333334,2020-01-17,330
28,152.58333333333334,2020-02-17,331
28,152.58333333333334,2020-03-17,332
28,152.58333333333334,2020-04-17,333
28,152.58333333333334,2020-05-17,334
28,152.58333333333334,2020-06-17,335
28,152.58333333333334,2020-07-17,336
29,232.66666666666666,2022-05-21,337
29,232.66666666666666,2022-06-21,338
29,232.66666666666666,2022-07-21,339
29,232.66666666666666,2022-08-21,340
29,232.66666666666666,2022-09-21,341
29,232.66666666666666,2022-10-21,342
29,232.66666666666666,2022-11-21,343
29,232.66666666666666,2022-12-21,344
29,232.66666666666666,2023-01-21,345
29,232.66666666666666,2023-02-21,346
29,232.66666666666666,2023-03-21,347
29,232.66666666666666,2023-04-21,348
30,169.83333333333334,2018-02-22,349
30,169.83333333333334,2018-03-22,350
30,169.83333333333334,2018-04-22,351
30,169.83333333333334,2018-05-22,352
30,169.83333333333334,2018-06-22,353
30,169.83333333333334,2018-07-22,354
30,169.83333333333334,2018-08-22,355
30,169.83333333333334,2018-09-22,356
30,169.83333333333334,2018-10-22,357
30,169.83333333333334,2018-11-22,358
30,169.83333333333334,2018-12-22,359
30,169.83333333333334,2019-01-22,360
31,88.33333333333333,2021-02-05,361
31,88.33333333333333,2021-03-05,362
31,88.33333333333333,2021-04-05,363
31,88.33333333333333,2021-05-05,364
31,88.33333333333333,2021-06-05,365
31,88.33333333333333,2021-07-05,366
31,88.33333333333333,2021-08-05,367
31,88.33333333333333,2021-09-05,368
31,88.33333333333333,2021-10-05,369
31,88.33333333333333,2021-11-05,370
31,88.33333333333333,2021-12-05,371
31,88.33333333333333,2022-01-05,372
32,133.25,2020-10-31,373
32,133.25,2020-11-30,374
32,133.25,2020-12-31,375
32,133.25,2021-01-31,376
32,133.25,2021-02-28,377
32,133.25,2021-03-31,378
32,133.25,2021-04-30,379
32,133.25,2021-05-31,380
32,133.25,2021-06-30,381
32,133.25,2021-07-31,382
32,133.25,2021-08-31,383
32,133.25,2021-09-30,384
33,200.25,2018-09-01,385
33,200.25,2018-10-01,386
33,200.25,2018-11-01,387
33,200.25,2018-12-01,388
33,200.25,2019-01-01,389
33,200.25,2019-02-01,390
33,200.25,2019-03-01,391
33,200.25,2019-04-01,392
33,200.25,2019-05-01,393
33,200.25,2019-06-01,394
33,200.25,2019-07-01,395
33,200.25,2019-08-01,396
34,56.166666666666664,2023-02-10,397
34,56.166666666666664,2023-03-10,398
34,56.166666666666664,2023-04-10,399
34,56.166666666666664,2023-05-10,400
34,56.166666666666664,2023-06-10,401
34,56.166666666666664,2023-07-10,402
34,56.166666666666664,2023-08-10,403
34,56.166666666666664,2023-09-10,404
34,56.166666666666664,2023-10-10,405
34,56.166666666666664,2023-11-10,406
34,56.166666666666664,2023-12-10,407
34,56.166666666666664,2024-01-10,408
35,221.33333333333334,2023-07-01,409
35,221.33333333333334,2023-08-01,410
35,221.33333333333334,2023-09-01,411
35,221.33333333333334,2023-10-01,412
35,221.33333333333334,2023-11-01,413
35,221.33333333333334,2023-12-01,414
35,221.33333333333334,2024-01-01,415
35,221.33333333333334,2024-02-01,416
35,221.33333333333334,2024-03-01,417
35,221.33333333333334,2024-04-01,418
35,221.33333333333334,2024-05-01,419
35,221.33333333333334,2024-06-01,420
36,227.5,2018-08-20,421
36,227.5,2018-09-20,422
36,227.5,2018-10-20,423
36,227.5,2018-11-20,424
36,227.5,2018-12-20,425
36,227.5,2019-01-20,426
36,227.5,2019-02-20,427
36,227.5,2019-03-20,428
36,227.5,2019-04-20,429
36,227.5,2019-05-20,430
36,227.5,2019-06-20,431
36,227.5,2019-07-20,432
37,57.583333333333336,2020-03-18,433
37,57.583333333333336,2020-04-18,434
37,57.583333333333336,2020-05-18,435
37,57.583333333333336,2020-06-18,436
37,57.583333333333336,2020-07-18,437
37,57.583333333333336,2020-08-18,438
37,57.583333333333336,2020-09-18,439
37,57.583333333333336,2020-10-18,440
37,57.583333333333336,2020-11-18,441
37,57.583333333333336,2020-12-18,442
37,57.583333333333336,2021-01-18,443
37,57.583333333333336,2021-02-18,444
38,47.0,2021-08-20,445
38,47.0,2021-09-20,446
38,47.0,2021-10-20,447
38,47.0,2021-11-20,448
38,47.0,2021-12-20,449
38,47.0,2022-01-20,450
38,47.0,2022-02-20,451
38,47.0,2022-03-20,452
38,47.0,2022-04-20,453
38,47.0,2022-05-20,454
38,47.0,2022-06-20,455
38,47.0,2022-07-20,456
39,166.41666666666666,2020-01-13,457
39,166.41666666666666,2020-02-13,458
39,166.41666666666666,2020-03-13,459
39,166.41666666666666,2020-04-13,460
39,166.41666666666666,2020-05-13,461
39,166.41666666666666,2020-06-13,462
39,166.41666666666666,2020-07-13,463
39,166.41666666666666,2020-08-13,464
39,166.41666666666666,2020-09-13,465
39,166.41666666666666,2020-10-13,466
39,166.41666666666666,2020-11-13,467
39,166.41666666666666,2020-12-13,468
40,172.25,2020-02-03,469
40,172.25,2020-03-03,470
40,172.25,2020-04-03,471
40,172.25,2020-05-03,472
40,172.25,2020-06-03,473
40,172.25,2020-07-03,474
40,172.25,2020-08-03,475
40,172.25,2020-09-03,476
40,172.25,2020-10-03,477
40,172.25,2020-11-03,478
40,172.25,2020-12-03,479
40,172.25,2021-01-03,480
41,137.58333333333334,2020-03-16,481
41,137.58333333333334,2020-04-16,482
41,137.58333333333334,2020-05-16,483
41,137.58333333333334,2020-06-16,484
41,137.58333333333334,2020-07-16,485
41,137.58333333333334,2020-08-16,486
41,137.58333333333334,2020-09-16,487
41,137.58333333333334,2020-10-16,488
41,137.58333333333334,2020-11-16,489
41,137.58333333333334,2020-12-16,490
41,137.58333333333334,2021-01-16,491
41,137.58333333333334,2021-02-16,492
42,203.08333333333334,2020-02-15,493
42,203.08333333333334,2020-03-15,494
42,203.08333333333334,2020-04-15,495
42,203.08333333333334,2020-05-15,496
42,203.08333333333334,2020-06-15,497
42,203.08333333333334,2020-07-15,498
42,203.08333333333334,2020-08-15,499
42,203.08333333333334,2020-09-15,500
42,203.08333333333334,2020-10-15,501
42,203.08333333333334,2020-11-15,502
42,203.08333333333334,2020-12-15,503
42,203.08333333333334,2021-01-15,504
43,72.33333333333333,2023-06-20,505
43,72.33333333333333,2023-07-20,506
43,72.33333333333333,2023-08-20,507
43,72.33333333333333,2023-09-20,508
43,72.33333333333333,2023-10-20,509
43,72.33333333333333,2023-11-20,510
43,72.33333333333333,2023-12-20,511
43,72.33333333333333,2024-01-20,512
43,72.33333333333333,2024-02-20,513
43,72.33333333333333,2024-03-20,514
43,72.33333333333333,2024-04-20,515
43,72.33333333333333,2024-05-20,516
44,112.5,2019-12-27,517
44,112.5,2020-01-27,518
44,112.5,2020-02-27,519
44,112.5,2020-03-27,520
44,112.5,2020-04-27,521
44,112.5,2020-05-27,522
44,112.5,2020-06-27,523
44,112.5,2020-07-27,524
44,112.5,2020-08-27,525
44,112.5,2020-09-27,526
44,112.5,2020-10-27,527
44,112.5,2020-11-27,528
45,45.166666666666664,2018-08-14,529
45,45.166666666666664,2018-09-14,530
45,45.166666666666664,2018-10-14,531
45,45.166666666666664,2018-11-14,532
45,45.166666666666664,2018-12-14,533
45,45.166666666666664,2019-01-14,534
45,45.166666666666664,2019-02-14,535
45,45.166666666666664,2019-03-14,536
45,45.166666666666664,2019-04-14,537
45,45.166666666666664,2019-05-14,538
45,45.166666666666664,2019-06-14,539
45,45.166666666666664,2019-07-14,540
46,200.58333333333334,2020-08-22,541
46,200.58333333333334,2020-09-22,542
46,200.58333333333334,2020-10-22,543
46,200.58333333333334,2020-11-22,544
46,200.58333333333334,2020-12-22,545
46,200.58333333333334,2021-01-22,546
46,200.58333333333334,2021-02-22,547
46,200.58333333333334,2021-03-22,548
46,200.58333333333334,2021-04-22,549
46,200.58333333333334,2021-05-22,550
46,200.58333333333334,2021-06-22,551
46,200.58333333333334,2021-07-22,552
47,48.083333333333336,2018-04-09,553
47,48.083333333333336,2018-05-09,554
47,48.083333333333336,2018-06-09,555
47,48.083333333333336,2018-07-09,556
47,48.083333333333336,2018-08-09,557
47,48.083333333333336,2018-09-09,558
47,48.083333333333336,2018-10-09,559
47,48.083333333333336,2018-11-09,560
47,48.083333333333336,2018-12-09,561
47,48.083333333333336,2019-01-09,562
47,48.083333333333336,2019-02-09,563
47,48.083333333333336,2019-03-09,564
48,193.66666666666666,2023-05-06,565
48,193.66666666666666,2023-06-06,566
48,193.66666666666666,2023-07-06,567
48,193.66666666666666,2023-08-06,568
48,193.66666666666666,2023-09-06,569
48,193.66666666666666,2023-10-06,570
48,193.66666666666666,2023-11-06,571
48,193.66666666666666,2023-12-06,572
48,193.66666666666666,2024-01-06,573
48,193.66666666666666,2024-02-06,574
48,193.66666666666666,2024-03-06,575
48,193.66666666666666,2024-04-06,576
49,149.41666666666666,2020-08-24,577
49,149.41666666666666,2020-09-24,578
49,149.41666666666666,2020-10-24,579
49,149.41666666666666,2020-11-24,580
49,149.41666666666666,2020-12-24,581
49,149.41666666666666,2021-01-24,582
49,149.41666666666666,2021-02-24,583
49,149.41666666666666,2021-03-24,584
49,149.41666666666666,2021-04-24,585
49,149.41666666666666,2021-05-24,586
49,149.41666666666666,2021-06-24,587
49,149.41666666666666,2021-07-24,588
50,97.75,2023-03-20,589
50,97.75,2023-04-20,590
50,97.75,2023-05-20,591
50,97.75,2023-06-20,592
50,97.75,2023-07-20,593
50,97.75,2023-08-20,594
50,97.75,2023-09-20,595
50,97.75,2023-10-20,596
50,97.75,2023-11-20,597
50,97.75,2023-12-20,598
50,97.75,2024-01-20,599
50,97.75,2024-02-20,600
51,100.0,2020-06-02,601
51,100.0,2020-07-02,602
51,100.0,2020-08-02,603
51,100.0,2020-09-02,604
51,100.0,2020-10-02,605
51,100.0,2020-11-02,606
51,100.0,2020-12-02,607
51,100.0,2021-01-02,608
51,100.0,2021-02-02,609
51,100.0,2021-03-02,610
51,100.0,2021-04-02,611
51,100.0,2021-05-02,612
52,104.83333333333333,2021-05-02,613
52,104.83333333333333,2021-06-02,614
52,104.83333333333333,2021-07-02,615
52,104.83333333333333,2021-08-02,616
52,104.83333333333333,2021-09-02,617
52,104.83333333333333,2021-10-02,618
52,104.83333333333333,2021-11-02,619
52,104.83333333333333,2021-12-02,620
52,104.83333333333333,2022-01-02,621
52,104.83333333333333,2022-02-02,622
52,104.83333333333333,2022-03-02,623
52,104.83333333333333,2022-04-02,624
53,201.91666666666666,2019-04-19,625
53,201.91666666666666,2019-05-19,626
53,201.91666666666666,2019-06-19,627
53,201.91666666666666,2019-07-19,628
53,201.91666666666666,2019-08-19,629
53,201.91666666666666,2019-09-19,630
53,201.91666666666666,2019-10-19,631
53,201.91666666666666,2019-11-19,632
53,201.91666666666666,2019-12-19,633
53,201.91666666666666,2020-01-19,634
53,201.91666666666666,2020-02-19,635
53,201.91666666666666,2020-03-19,636
54,116.75,2019-08-29,637
54,116.75,2019-09-29,638
54,116.75,2019-10-29,639
54,116.75,2019-11-29,640
54,116.75,2019-12-29,641
54,116.75,2020-01-29,642
54,116.75,2020-02-29,643
54,116.75,2020-03-29,644
54,116.75,2020-04-29,645
54,116.75,2020-05-29,646
54,116.75,2020-06-29,647
54,116.75,2020-07-29,648
55,124.33333333333333,2021-12-25,649
55,124.33333333333333,2022-01-25,650
55,124.33333333333333,2022-02-25,651
55,124.33333333333333,2022-03-25,652
55,124.33333333333333,2022-04-25,653
55,124.33333333333333,2022-05-25,654
55,124.33333333333333,2022-06-25,655
55,124.33333333333333,2022-07-25,656
55,124.33333333333333,2022-08-25,657
55,124.33333333333333,2022-09-25,658
55,124.33333333333333,2022-10-25,659
55,124.33333333333333,2022-11-25,660
56,140.91666666666666,2020-08-24,661
56,140.91666666666666,2020-09-24,662
56,140.91666666666666,2020-10-24,663
56,140.91666666666666,2020-11-24,664
56,140.91666666666666,2020-12-24,665
56,140.91666666666666,2021-01-24,666
56,140.91666666666666,2021-02-24,667
56,140.91666666666666,2021-03-24,668
56,140.91666666666666,2021-04-24,669
56,140.91666666666666,2021-05-24,670
56,140.91666666666666,2021-06-24,671
56,140.91666666666666,2021-07-24,672
57,240.5,2019-03-25,673
57,240.5,2019-04-25,674
57,240.5,2019-05-25,675
57,240.5,2019-06-25,676
57,240.5,2019-07-25,677
57,240.5,2019-08-25,678
57,240.5,2019-09-25,679
57,240.5,2019-10-25,680
57,240.5,2019-11-25,681
57,240.5,2019-12-25,682
57,240.5,2020-01-25,683
57,240.5,2020-02-25,684
58,228.33333333333334,2018-03-31,685
58,228.33333333333334,2018-04-30,686
58,228.33333333333334,2018-05-31,687
58,228.33333333333334,2018-06-30,688
58,228.33333333333334,2018-07-31,689
58,228.33333333333334,2018-08-31,690
58,228.33333333333334,2018-09-30,691
58,228.33333333333334,2018-10-31,692
58,228.33333333333334,2018-11-30,693
58,228.33333333333334,2018-12-31,694
58,228.33333333333334,2019-01-31,695
58,228.33333333333334,2019-02-28,696
59,164.66666666666666,2018-04-20,697
59,164.66666666666666,2018-05-20,698
59,164.66666666666666,2018-06-20,699
59,164.66666666666666,2018-07-20,700
59,164.66666666666666,2018-08-20,701
59,164.66666666666666,2018-09-20,702
59,164.66666666666666,2018-10-20,703
59,164.66666666666666,2018-11-20,704
59,164.66666666666666,2018-12-20,705
59,164.66666666666666,2019-01-20,706
59,164.66666666666666,2019-02-20,707
59,164.66666666666666,2019-03-20,708
60,235.83333333333334,2020-11-07,709
60,235.83333333333334,2020-12-07,710
60,235.83333333333334,2021-01-07,711
60,235.83333333333334,2021-02-07,712
60,235.83333333333334,2021-03-07,713
60,235.83333333333334,2021-04-07,714
60,235.83333333333334,2021-05-07,715
60,235.83333333333334,2021-06-07,716
60,235.83333333333334,2021-07-07,717
60,235.83333333333334,2021-08-07,718
60,235.83333333333334,2021-09-07,719
60,235.83333333333334,2021-10-07,720
61,74.08333333333333,2020-05-10,721
61,74.08333333333333,2020-06-10,722
61,74.08333333333333,2020-07-10,723
61,74.08333333333333,2020-08-10,724
61,74.08333333333333,2020-09-10,725
61,74.08333333333333,2020-10-10,726
61,74.08333333333333,2020-11-10,727
61,74.08333333333333,2020-12-10,728
61,74.08333333333333,2021-01-10,729
61,74.08333333333333,2021-02-10,730
61,74.08333333333333,2021-03-10,731
61,74.08333333333333,2021-04-10,732
62,124.91666666666667,2021-06-01,733
62,124.91666666666667,2021-07-01,734
62,124.91666666666667,2021-08-01,735
62,124.91666666666667,2021-09-01,736
62,124.91666666666667,2021-10-01,737
62,124.91666666666667,2021-11-01,738
62,124.91666666666667,2021-12-01,739
62,124.91666666666667,2022-01-01,740
62,124.91666666666667,2022-02-01,741
62,124.91666666666667,2022-03-01,742
62,124.91666666666667,2022-04-01,743
62,124.91666666666667,2022-05-01,744
63,85.33333333333333,2022-04-04,745
63,85.33333333333333,2022-05-04,746
63,85.33333333333333,2022-06-04,747
63,85.33333333333333,2022-07-04,748
63,85.33333333333333,2022-08-04,749
63,85.33333333333333,2022-09-04,750
63,85.33333333333333,2022-10-04,751
63,85.33333333333333,2022-11-04,752
63,85.33333333333333,2022-12-04,753
63,85.33333333333333,2023-01-04,754
63,85.33333333333333,2023-02-04,755
63,85.33333333333333,2023-03-04,756
64,196.25,2018-04-19,757
64,196.25,2018-05-19,758
64,196.25,2018-06-19,759
64,196.25,2018-07-19,760
64,196.25,2018-08-19,761
64,196.25,2018-09-19,762
64,196.25,2018-10-19,763
64,196.25,2018-11-19,764
64,196.25,2018-12-19,765
64,196.25,2019-01-19,766
64,196.25,2019-02-19,767
64,196.25,2019-03-19,768
65,167.16666666666666,2018-02-18,769
65,167.16666666666666,2018-03-18,770
65,167.16666666666666,2018-04-18,771
65,167.16666666666666,2018-05-18,772
65,167.16666666666666,2018-06-18,773
65,167.16666666666666,2018-07-18,774
65,167.16666666666666,2018-08-18,775
65,167.16666666666666,2018-09-18,776
65,167.16666666666666,2018-10-18,777
65,167.16666666666666,2018-11-18,778
65,167.16666666666666,2018-12-18,779
65,167.16666666666666,2019-01-18,780
